NHI,preferredName,dateOfBirth,eMail,phone,preferredContactMethod
MGL3177,Max  ,1970-03-29,MGL3177@havemydata.nz,8533189,text
MGH3181,Jesica  ,1951-12-23,MGH3181@havemydata.nz,8833193,text
MGG3185,Emogene  ,1957-01-29,MGG3185@havemydata.nz,6923197,phone
MGT3189,Ivana  ,1929-08-09,MGT3189@havemydata.nz,6873201,phone
MHO3193,Max  ,1955-07-08,MHO3193@havemydata.nz,7673205,phone
MHS3197,Brigid  ,1945-07-16,MHS3197@havemydata.nz,7953209,text
MHR3201,Dorethea  ,1911-12-28,MHR3201@havemydata.nz,7143213,phone
MHB3205,Leora  ,1914-06-03,MHB3205@havemydata.nz,6753217,phone
MHM3209,Latosha  ,1961-07-10,MHM3209@havemydata.nz,7453221,phone
MHN3213,Tyron  ,1932-10-03,MHN3213@havemydata.nz,8923225,phone
MHK3217,Kenya  ,1924-08-10,MHK3217@havemydata.nz,8173229,phone
MHL3221,Jan  ,1912-12-06,MHL3221@havemydata.nz,8143233,text
MHC3225,Susann  ,1934-05-22,MHC3225@havemydata.nz,8013237,phone
MHM3229,Marietta  ,1925-09-27,MHM3229@havemydata.nz,7453241,phone
MHX3233,Marietta  ,1936-01-08,MHX3233@havemydata.nz,8083245,phone
MHY3237,Salome  ,1961-06-10,MHY3237@havemydata.nz,7063249,phone
MHP3241,Max  ,1982-03-05,MHP3241@havemydata.nz,8783253,text
MHY3245,Glennie  ,1983-07-19,MHY3245@havemydata.nz,8433257,phone
MHO3249,Naomi  ,1967-05-13,MHO3249@havemydata.nz,7073261,phone
MHR3253,Sondra  ,1960-03-09,MHR3253@havemydata.nz,8243265,phone
MHI3257,Andera  ,1981-04-14,MHI3257@havemydata.nz,8043269,text
MHD3261,Leora  ,1979-11-22,MHD3261@havemydata.nz,6843273,phone
MHY3265,Cherie  ,1932-07-07,MHY3265@havemydata.nz,8013277,text
MHD3269,Leora  ,1973-04-17,MHD3269@havemydata.nz,7783281,phone
MHP3273,Elma  ,1931-08-30,MHP3273@havemydata.nz,7253285,phone
MHI3277,Sondra  ,1914-02-13,MHI3277@havemydata.nz,7243289,phone
MHO3281,Fredda  ,1945-08-01,MHO3281@havemydata.nz,8583293,phone
MHE3285,Brock  ,1915-06-01,MHE3285@havemydata.nz,7443297,phone
MHT3289,Larraine  ,1982-03-09,MHT3289@havemydata.nz,8393301,text
MHW3293,Kenya  ,1919-05-07,MHW3293@havemydata.nz,7823305,text
MIS3297,Bea  ,1931-12-20,MIS3297@havemydata.nz,7793309,phone
MIQ3301,Tyron  ,1925-12-31,MIQ3301@havemydata.nz,8833313,phone
MIM3305,Santa  ,1912-10-07,MIM3305@havemydata.nz,6563317,phone
MID3309,Elma  ,1936-01-15,MID3309@havemydata.nz,7153321,phone
MIA3313,Tyron  ,1969-01-23,MIA3313@havemydata.nz,8573325,text
MIH3317,Larraine  ,1953-12-22,MIH3317@havemydata.nz,6593329,text
MIZ3321,Latosha  ,1981-12-03,MIZ3321@havemydata.nz,7143333,text
MID3325,Carol  ,1964-03-17,MID3325@havemydata.nz,7323337,phone
MIT3329,Larraine  ,1985-08-17,MIT3329@havemydata.nz,8913341,text
MIN3333,Jan  ,1936-10-02,MIN3333@havemydata.nz,6853345,text
MIU3337,Leora  ,1986-04-15,MIU3337@havemydata.nz,7523349,phone
MIV3341,Sondra  ,1984-12-25,MIV3341@havemydata.nz,7743353,phone
MIT3345,Zita  ,1966-04-23,MIT3345@havemydata.nz,8963357,phone
MIG3349,Nakisha  ,1958-02-25,MIG3349@havemydata.nz,6713361,phone
MIJ3353,Clora  ,1944-10-19,MIJ3353@havemydata.nz,8213365,phone
MIA3357,Salome  ,1932-07-07,MIA3357@havemydata.nz,7093369,text
MIP3361,Carol  ,1964-05-18,MIP3361@havemydata.nz,8863373,text
MIM3365,Max  ,1964-02-08,MIM3365@havemydata.nz,8023377,phone
MIL3369,Andera  ,1981-07-31,MIL3369@havemydata.nz,8243381,text
MIV3373,Emogene  ,1919-09-06,MIV3373@havemydata.nz,7483385,phone
MIY3377,Andera  ,1947-09-14,MIY3377@havemydata.nz,8783389,phone
MIE3381,Angila  ,1937-08-27,MIE3381@havemydata.nz,8273393,phone
MIY3385,Helen  ,1987-11-08,MIY3385@havemydata.nz,8623397,email
MIT3389,Max  ,1937-09-16,MIT3389@havemydata.nz,7633401,phone
MIZ3393,Jesica  ,1916-07-19,MIZ3393@havemydata.nz,7443405,phone
MIT3397,Maxwell  ,1977-05-30,MIT3397@havemydata.nz,7013409,phone
MJZ3401,Glennie  ,1914-05-12,MJZ3401@havemydata.nz,6513413,text
MJD3405,Era  ,1977-01-23,MJD3405@havemydata.nz,8683417,text
MJI3409,Nakisha  ,1972-08-05,MJI3409@havemydata.nz,7333421,phone
MJG3413,Salome  ,1958-12-04,MJG3413@havemydata.nz,8793425,phone
MJD3417,Shan  ,1957-01-17,MJD3417@havemydata.nz,8643429,text
MJF3421,Yelena  ,1935-03-05,MJF3421@havemydata.nz,8843433,text
MJF3425,Brigid  ,1956-05-04,MJF3425@havemydata.nz,9013437,text
MJZ3429,Brock  ,1977-03-01,MJZ3429@havemydata.nz,6643441,text
MJR3433,Era  ,1924-08-02,MJR3433@havemydata.nz,6943445,text
MJP3437,Leora  ,1956-01-13,MJP3437@havemydata.nz,8763449,text
MJE3441,Susann  ,1953-11-06,MJE3441@havemydata.nz,7423453,phone
MJA3445,Delorse  ,1932-04-22,MJA3445@havemydata.nz,8313457,phone
MJR3449,Glennie  ,1976-12-24,MJR3449@havemydata.nz,7323461,text
MJM3453,Yelena  ,1982-07-01,MJM3453@havemydata.nz,6833465,phone
MJG3457,Shan  ,1926-09-26,MJG3457@havemydata.nz,8163469,phone
MJU3461,Carter  ,1983-04-20,MJU3461@havemydata.nz,7043473,text
MJU3465,Santa  ,1922-06-13,MJU3465@havemydata.nz,8923477,text
MJF3469,Gena  ,1945-10-25,MJF3469@havemydata.nz,7943481,text
MJQ3473,Tyron  ,1931-05-12,MJQ3473@havemydata.nz,6783485,text
MJN3477,Naomi  ,1911-08-15,MJN3477@havemydata.nz,8783489,phone
MJX3481,Josephina  ,1985-02-10,MJX3481@havemydata.nz,7863493,phone
MJA3485,Shan  ,1947-06-05,MJA3485@havemydata.nz,9073497,text
MJA3489,Glennie  ,1956-10-14,MJA3489@havemydata.nz,8023501,text
MJV3493,Glennie  ,1951-01-30,MJV3493@havemydata.nz,8123505,text
MJD3497,Brigid  ,1915-04-07,MJD3497@havemydata.nz,7253509,text
MJN3501,Shan  ,1947-04-17,MJN3501@havemydata.nz,8023513,text
MKO3505,Leora  ,1938-09-23,MKO3505@havemydata.nz,6973517,text
MKB3509,Helen  ,1932-09-09,MKB3509@havemydata.nz,7323521,phone
MKN3513,Judi  ,1976-08-09,MKN3513@havemydata.nz,7143525,phone
MKW3517,Todd  ,1983-08-27,MKW3517@havemydata.nz,8573529,text
MKP3521,Sondra  ,1940-07-07,MKP3521@havemydata.nz,7513533,phone
MKE3525,Man  ,1932-03-22,MKE3525@havemydata.nz,9033537,text
MKJ3529,Larraine  ,1918-11-09,MKJ3529@havemydata.nz,7133541,text
MKS3533,Tyron  ,1924-10-07,MKS3533@havemydata.nz,7583545,text
MKW3537,Elma  ,1937-07-02,MKW3537@havemydata.nz,7183549,phone
MKL3541,Kenya  ,1913-05-29,MKL3541@havemydata.nz,8093553,text
MKV3545,Shan  ,1958-02-21,MKV3545@havemydata.nz,9023557,text
MKY3549,Clora  ,1949-05-21,MKY3549@havemydata.nz,8013561,phone
MKI3553,Brock  ,1961-06-06,MKI3553@havemydata.nz,6673565,phone
MKU3557,Yelena  ,1936-11-02,MKU3557@havemydata.nz,8383569,text
MKM3561,Venetta  ,1956-07-04,MKM3561@havemydata.nz,8253573,text
MKI3565,Dorethea  ,1987-02-02,MKI3565@havemydata.nz,8773577,text
MKY3569,Tammara  ,1956-02-08,MKY3569@havemydata.nz,7923581,text
MKK3573,Glennie  ,1983-06-18,MKK3573@havemydata.nz,8553585,text
MKX3577,Ivana  ,1939-09-12,MKX3577@havemydata.nz,8133589,phone
MKT3581,Emogene  ,1970-10-12,MKT3581@havemydata.nz,8263593,text
MKL3585,Brock  ,1948-07-07,MKL3585@havemydata.nz,7253597,phone
MKN3589,Brigid  ,1915-04-09,MKN3589@havemydata.nz,7113601,phone
MKW3593,Bea  ,1923-01-24,MKW3593@havemydata.nz,7093605,email
MKD3597,Kenya  ,1916-04-08,MKD3597@havemydata.nz,8313609,text
MKQ3601,Fredda  ,1955-09-28,MKQ3601@havemydata.nz,8353613,text
MKN3605,Cherie  ,1937-01-20,MKN3605@havemydata.nz,7713617,text
MLD3609,Jan  ,1944-05-03,MLD3609@havemydata.nz,6723621,text
MLM3613,Brigid  ,1977-05-19,MLM3613@havemydata.nz,7513625,text
MLY3617,Cherie  ,1922-10-22,MLY3617@havemydata.nz,8893629,phone
MLP3621,Delorse  ,1963-01-14,MLP3621@havemydata.nz,7663633,text
MLG3625,Zita  ,1932-02-03,MLG3625@havemydata.nz,7263637,text
MLF3629,Fredda  ,1917-07-06,MLF3629@havemydata.nz,6583641,text
MLN3633,Maxwell  ,1920-12-26,MLN3633@havemydata.nz,8323645,text
MLY3637,Brigid  ,1931-01-27,MLY3637@havemydata.nz,7853649,text
MLB3641,Leora  ,1933-02-12,MLB3641@havemydata.nz,7093653,phone
MLN3645,Sondra  ,1982-04-10,MLN3645@havemydata.nz,8753657,text
MLR3649,Helen  ,1968-05-20,MLR3649@havemydata.nz,8363661,phone
MLE3653,Latosha  ,1980-11-03,MLE3653@havemydata.nz,7183665,text
MLA3657,Andera  ,1939-09-28,MLA3657@havemydata.nz,7163669,text
MLT3661,Shanell  ,1932-09-05,MLT3661@havemydata.nz,7353673,text
MLN3665,Kenya  ,1965-08-25,MLN3665@havemydata.nz,8093677,text
MLJ3669,Lilla  ,1986-02-07,MLJ3669@havemydata.nz,6923681,text
MLV3673,Josephina  ,1958-08-31,MLV3673@havemydata.nz,7443685,phone
MLF3677,Elma  ,1962-06-11,MLF3677@havemydata.nz,7043689,text
MLT3681,Nakisha  ,1967-05-07,MLT3681@havemydata.nz,6583693,phone
MLY3685,Josephina  ,1983-01-01,MLY3685@havemydata.nz,7293697,text
MLT3689,Delorse  ,1949-08-15,MLT3689@havemydata.nz,8683701,text
MLS3693,Andera  ,1913-03-12,MLS3693@havemydata.nz,7243705,phone
MLX3697,Josephina  ,1939-12-18,MLX3697@havemydata.nz,7883709,text
MLZ3701,Ivana  ,1939-01-09,MLZ3701@havemydata.nz,9093713,phone
MLW3705,Jesica  ,1971-02-01,MLW3705@havemydata.nz,7223717,phone
MLL3709,Maxwell  ,1946-10-15,MLL3709@havemydata.nz,8033721,phone
MMQ3713,Max  ,1924-03-09,MMQ3713@havemydata.nz,7053725,phone
MMB3717,Naomi  ,1928-02-26,MMB3717@havemydata.nz,8833729,text
MMH3721,Naomi  ,1943-02-11,MMH3721@havemydata.nz,7213733,text
MMA3725,Ivana  ,1936-03-12,MMA3725@havemydata.nz,6833737,text
MMP3729,Salome  ,1985-07-12,MMP3729@havemydata.nz,8063741,email
MMX3733,Carter  ,1981-07-05,MMX3733@havemydata.nz,7893745,phone
MMX3737,Latosha  ,1939-05-13,MMX3737@havemydata.nz,7093749,text
MMR3741,Larraine  ,1967-08-11,MMR3741@havemydata.nz,8043753,text
MMP3745,Helen  ,1952-03-20,MMP3745@havemydata.nz,8943757,text
MMU3749,Yelena  ,1975-06-27,MMU3749@havemydata.nz,8013761,phone
MMH3753,Jesica  ,1967-05-29,MMH3753@havemydata.nz,8713765,text
MMP3757,Man  ,1981-02-28,MMP3757@havemydata.nz,7413769,text
MMI3761,Cherie  ,1944-10-28,MMI3761@havemydata.nz,7583773,phone
MMM3765,Man  ,1929-05-17,MMM3765@havemydata.nz,7063777,phone
MMQ3769,Marietta  ,1974-08-30,MMQ3769@havemydata.nz,8283781,text
MMY3773,Ivana  ,1936-02-06,MMY3773@havemydata.nz,7413785,email
MMF3777,Era  ,1964-04-28,MMF3777@havemydata.nz,7613789,email
MMZ3781,Emogene  ,1958-11-16,MMZ3781@havemydata.nz,7473793,phone
MME3785,Shanell  ,1933-04-25,MME3785@havemydata.nz,8553797,phone
MMC3789,Max  ,1979-01-21,MMC3789@havemydata.nz,8633801,text
MML3793,Brock  ,1969-04-20,MML3793@havemydata.nz,7393805,phone
MMG3797,Man  ,1959-04-02,MMG3797@havemydata.nz,8623809,phone
MMP3801,Max  ,1938-05-22,MMP3801@havemydata.nz,7023813,phone
MMM3805,Susann  ,1958-03-25,MMM3805@havemydata.nz,8123817,text
MMN3809,Clora  ,1931-09-29,MMN3809@havemydata.nz,8723821,text
MMT3813,Larraine  ,1972-07-11,MMT3813@havemydata.nz,9033825,phone
MNF3817,Marietta  ,1975-02-20,MNF3817@havemydata.nz,6633829,email
MNY3821,Mae  ,1931-03-18,MNY3821@havemydata.nz,8513833,text
MNR3825,Helen  ,1952-04-05,MNR3825@havemydata.nz,7973837,text
MNT3829,Latosha  ,1917-06-12,MNT3829@havemydata.nz,8333841,text
MNW3833,Ivana  ,1927-07-03,MNW3833@havemydata.nz,7443845,text
MNW3837,Clora  ,1978-02-06,MNW3837@havemydata.nz,8163849,text
MNG3841,Yelena  ,1955-10-15,MNG3841@havemydata.nz,6933853,phone
MNC3845,Lilla  ,1942-12-14,MNC3845@havemydata.nz,8193857,text
MNL3849,Elma  ,1915-04-20,MNL3849@havemydata.nz,9083861,text
MNT3853,Venetta  ,1975-11-01,MNT3853@havemydata.nz,7043865,text
MNG3857,Helen  ,1919-01-19,MNG3857@havemydata.nz,8093869,text
MND3861,Lilla  ,1918-01-18,MND3861@havemydata.nz,8953873,text
MNC3865,Kenna  ,1917-03-12,MNC3865@havemydata.nz,7493877,text
MNI3869,Todd  ,1957-04-18,MNI3869@havemydata.nz,7013881,phone
MNZ3873,Susann  ,1942-10-13,MNZ3873@havemydata.nz,8923885,phone
MNE3877,Emogene  ,1966-10-29,MNE3877@havemydata.nz,7983889,text
MNM3881,Santa  ,1945-04-18,MNM3881@havemydata.nz,7033893,text
MNE3885,Zita  ,1912-10-19,MNE3885@havemydata.nz,8783897,phone
MNO3889,Judi  ,1925-05-31,MNO3889@havemydata.nz,8863901,text
MNT3893,Clora  ,1983-11-03,MNT3893@havemydata.nz,7653905,phone
MNI3897,Max  ,1927-02-13,MNI3897@havemydata.nz,8863909,text
MNE3901,Marietta  ,1958-06-18,MNE3901@havemydata.nz,7793913,text
MNO3905,Dorethea  ,1921-03-18,MNO3905@havemydata.nz,6553917,phone
MNP3909,Dorethea  ,1969-05-23,MNP3909@havemydata.nz,8313921,text
MNO3913,Brock  ,1968-04-07,MNO3913@havemydata.nz,6513925,text
MNJ3917,Maxwell  ,1983-04-06,MNJ3917@havemydata.nz,9073929,text
MOS3921,Jan  ,1926-02-05,MOS3921@havemydata.nz,7633933,text
MOU3925,Carter  ,1965-08-09,MOU3925@havemydata.nz,7583937,text
MOX3929,Shan  ,1922-03-13,MOX3929@havemydata.nz,8983941,text
MOK3933,Jan  ,1979-11-24,MOK3933@havemydata.nz,8093945,phone
MOG3937,Clora  ,1937-09-10,MOG3937@havemydata.nz,8133949,text
MOI3941,Lilla  ,1942-02-18,MOI3941@havemydata.nz,7853953,phone
MOD3945,Latosha  ,1963-10-16,MOD3945@havemydata.nz,6953957,phone
MOT3949,Yelena  ,1968-10-16,MOT3949@havemydata.nz,7113961,text
MOA3953,Kenya  ,1949-12-14,MOA3953@havemydata.nz,6923965,text
MOC3957,Shan  ,1962-08-22,MOC3957@havemydata.nz,6713969,phone
MOG3961,Andera  ,1934-09-20,MOG3961@havemydata.nz,7073973,phone
MOP3965,Salome  ,1945-11-05,MOP3965@havemydata.nz,7463977,phone
MOM3969,Gena  ,1920-01-10,MOM3969@havemydata.nz,8793981,phone
MOZ3973,Zita  ,1913-10-12,MOZ3973@havemydata.nz,6653985,text
MOS3977,Elma  ,1920-11-03,MOS3977@havemydata.nz,7333989,text
MOR3981,Todd  ,1937-03-10,MOR3981@havemydata.nz,7693993,text
MOV3985,Fredda  ,1923-09-15,MOV3985@havemydata.nz,8573997,phone
MOB3989,Todd  ,1964-11-13,MOB3989@havemydata.nz,8684001,text
MOE3993,Carter  ,1948-05-19,MOE3993@havemydata.nz,6934005,text
MOJ3997,Shan  ,1974-02-25,MOJ3997@havemydata.nz,6854009,phone
MOX4001,Gena  ,1920-11-08,MOX4001@havemydata.nz,6894013,text
MOE4005,Shanell  ,1940-06-18,MOE4005@havemydata.nz,8824017,text
MOX4009,Emogene  ,1977-06-22,MOX4009@havemydata.nz,7614021,phone
MOF4013,Brock  ,1944-06-08,MOF4013@havemydata.nz,8194025,email
MOB4017,Zita  ,1926-02-28,MOB4017@havemydata.nz,9034029,email
MOK4021,Glennie  ,1956-09-08,MOK4021@havemydata.nz,8784033,text
MPA4025,Andera  ,1962-05-03,MPA4025@havemydata.nz,7574037,phone
MPN4029,Josephina  ,1924-02-11,MPN4029@havemydata.nz,6564041,text
MPS4033,Glennie  ,1944-12-08,MPS4033@havemydata.nz,7144045,text
MPK4037,Maxwell  ,1923-11-04,MPK4037@havemydata.nz,9044049,phone
MPR4041,Dorethea  ,1934-05-07,MPR4041@havemydata.nz,8174053,text
MPD4045,Delorse  ,1973-12-17,MPD4045@havemydata.nz,7744057,text
MPU4049,Gena  ,1957-03-12,MPU4049@havemydata.nz,8874061,phone
MPF4053,Glennie  ,1919-06-25,MPF4053@havemydata.nz,8124065,text
MPZ4057,Tammara  ,1928-04-28,MPZ4057@havemydata.nz,8594069,text
MPA4061,Clora  ,1936-03-24,MPA4061@havemydata.nz,7814073,phone
MPO4065,Josephina  ,1912-06-08,MPO4065@havemydata.nz,7524077,phone
MPQ4069,Elma  ,1920-03-27,MPQ4069@havemydata.nz,7994081,email
MPA4073,Shanell  ,1965-07-29,MPA4073@havemydata.nz,6774085,phone
MPH4077,Cherie  ,1925-06-01,MPH4077@havemydata.nz,7074089,phone
MPQ4081,Kenya  ,1940-10-02,MPQ4081@havemydata.nz,8594093,phone
MPG4085,Josephina  ,1939-10-21,MPG4085@havemydata.nz,8324097,text
MPO4089,Nakisha  ,1915-01-01,MPO4089@havemydata.nz,6764101,text
MPX4093,Yelena  ,1970-10-17,MPX4093@havemydata.nz,7244105,email
MPS4097,Kenya  ,1957-12-26,MPS4097@havemydata.nz,9044109,phone
MPX4101,Mae  ,1977-08-08,MPX4101@havemydata.nz,8184113,text
MPS4105,Tyron  ,1934-09-04,MPS4105@havemydata.nz,8124117,phone
MPJ4109,Clora  ,1915-05-10,MPJ4109@havemydata.nz,8164121,phone
MPW4113,Todd  ,1920-07-04,MPW4113@havemydata.nz,7444125,text
MPD4117,Angila  ,1961-08-26,MPD4117@havemydata.nz,6884129,email
MPR4121,Nakisha  ,1925-02-01,MPR4121@havemydata.nz,6894133,text
MPP4125,Todd  ,1987-08-09,MPP4125@havemydata.nz,7384137,phone
MQQ4129,Marietta  ,1937-03-12,MQQ4129@havemydata.nz,8944141,text
MQY4133,Gena  ,1935-05-04,MQY4133@havemydata.nz,8414145,text
MQP4137,Santa  ,1915-10-11,MQP4137@havemydata.nz,6524149,text
MQB4141,Kenna  ,1959-12-18,MQB4141@havemydata.nz,6754153,phone
MQW4145,Maxwell  ,1965-01-16,MQW4145@havemydata.nz,8964157,text
MQN4149,Fredda  ,1981-07-04,MQN4149@havemydata.nz,7344161,phone
MQP4153,Brigid  ,1976-08-08,MQP4153@havemydata.nz,7554165,phone
MQQ4157,Brigid  ,1983-03-25,MQQ4157@havemydata.nz,8454169,phone
MQZ4161,Carol  ,1933-08-10,MQZ4161@havemydata.nz,8794173,text
MQX4165,Daisey  ,1926-08-31,MQX4165@havemydata.nz,7974177,phone
MQC4169,Shanell  ,1961-01-28,MQC4169@havemydata.nz,7734181,phone
MQW4173,Man  ,1978-01-09,MQW4173@havemydata.nz,8474185,phone
MQK4177,Ivana  ,1918-06-22,MQK4177@havemydata.nz,8744189,text
MQE4181,Naomi  ,1917-11-29,MQE4181@havemydata.nz,7744193,text
MQS4185,Kenya  ,1921-06-25,MQS4185@havemydata.nz,8984197,phone
MQE4189,Todd  ,1921-12-22,MQE4189@havemydata.nz,7784201,phone
MQI4193,Carter  ,1926-01-21,MQI4193@havemydata.nz,7354205,phone
MQL4197,Santa  ,1982-08-11,MQL4197@havemydata.nz,7474209,text
MQF4201,Susann  ,1959-11-16,MQF4201@havemydata.nz,7154213,phone
MQH4205,Brigid  ,1923-09-25,MQH4205@havemydata.nz,8324217,text
MQX4209,Shan  ,1915-05-27,MQX4209@havemydata.nz,8494221,text
MQM4213,Ivana  ,1967-05-29,MQM4213@havemydata.nz,7864225,phone
MQF4217,Judi  ,1911-12-18,MQF4217@havemydata.nz,7354229,text
MQT4221,Maxwell  ,1928-01-18,MQT4221@havemydata.nz,9014233,text
MQL4225,Latosha  ,1912-11-14,MQL4225@havemydata.nz,8814237,phone
MQG4229,Andera  ,1915-02-15,MQG4229@havemydata.nz,7594241,phone
MRE4233,Santa  ,1922-07-16,MRE4233@havemydata.nz,7194245,phone
MRC4237,Era  ,1964-12-22,MRC4237@havemydata.nz,8164249,text
MRX4241,Jesica  ,1963-06-07,MRX4241@havemydata.nz,7574253,text
MRG4245,Dorethea  ,1965-03-12,MRG4245@havemydata.nz,7444257,phone
MRM4249,Shanell  ,1931-02-15,MRM4249@havemydata.nz,8364261,text
MRS4253,Carter  ,1986-03-25,MRS4253@havemydata.nz,7584265,text
MRX4257,Todd  ,1944-04-11,MRX4257@havemydata.nz,7924269,phone
MRA4261,Yelena  ,1986-03-04,MRA4261@havemydata.nz,8814273,text
MRB4265,Salome  ,1959-10-18,MRB4265@havemydata.nz,7724277,text
MRR4269,Cherie  ,1964-10-29,MRR4269@havemydata.nz,8764281,text
MRN4273,Fredda  ,1959-03-23,MRN4273@havemydata.nz,8624285,text
MRU4277,Fredda  ,1978-08-18,MRU4277@havemydata.nz,8284289,text
MRI4281,Salome  ,1938-01-20,MRI4281@havemydata.nz,8614293,phone
MRU4285,Clora  ,1973-10-16,MRU4285@havemydata.nz,8694297,phone
MRP4289,Judi  ,1959-01-08,MRP4289@havemydata.nz,6544301,text
MRV4293,Latosha  ,1932-11-09,MRV4293@havemydata.nz,7894305,text
MRM4297,Tyron  ,1935-07-08,MRM4297@havemydata.nz,8724309,text
MRZ4301,Yelena  ,1948-10-08,MRZ4301@havemydata.nz,6724313,phone
MRR4305,Elma  ,1951-04-15,MRR4305@havemydata.nz,8054317,text
MRN4309,Jan  ,1971-03-18,MRN4309@havemydata.nz,6974321,text
MRV4313,Daisey  ,1939-02-05,MRV4313@havemydata.nz,8834325,phone
MRQ4317,Santa  ,1943-02-05,MRQ4317@havemydata.nz,8674329,text
MRL4321,Carter  ,1953-04-19,MRL4321@havemydata.nz,8524333,text
MRC4325,Delorse  ,1975-05-08,MRC4325@havemydata.nz,8554337,text
MRR4329,Delorse  ,1939-05-08,MRR4329@havemydata.nz,8534341,text
MRD4333,Helen  ,1911-04-28,MRD4333@havemydata.nz,8624345,phone
MSW4337,Maxwell  ,1987-03-01,MSW4337@havemydata.nz,7414349,phone
MSH4341,Yelena  ,1920-09-06,MSH4341@havemydata.nz,6954353,text
MSE4345,Man  ,1926-01-12,MSE4345@havemydata.nz,7034357,text
MSD4349,Delorse  ,1939-03-11,MSD4349@havemydata.nz,8434361,phone
MSG4353,Carol  ,1929-03-15,MSG4353@havemydata.nz,8844365,text
MSO4357,Andera  ,1980-10-02,MSO4357@havemydata.nz,7114369,text
MSQ4361,Naomi  ,1952-09-30,MSQ4361@havemydata.nz,7384373,phone
MSN4365,Gena  ,1985-09-30,MSN4365@havemydata.nz,7744377,phone
MSN4369,Ivana  ,1949-01-29,MSN4369@havemydata.nz,7594381,phone
MSF4373,Brigid  ,1939-01-31,MSF4373@havemydata.nz,8514385,text
MSF4377,Jan  ,1935-09-10,MSF4377@havemydata.nz,9044389,phone
MSN4381,Latosha  ,1942-11-15,MSN4381@havemydata.nz,6514393,phone
MSY4385,Leora  ,1932-03-14,MSY4385@havemydata.nz,7264397,text
MSD4389,Venetta  ,1931-06-28,MSD4389@havemydata.nz,8964401,email
MSE4393,Elma  ,1977-11-05,MSE4393@havemydata.nz,8994405,phone
MSM4397,Todd  ,1941-04-23,MSM4397@havemydata.nz,6964409,phone
MSC4401,Elma  ,1961-02-28,MSC4401@havemydata.nz,7274413,text
MSO4405,Clora  ,1969-09-24,MSO4405@havemydata.nz,8134417,text
MSD4409,Shanell  ,1964-09-11,MSD4409@havemydata.nz,6644421,phone
MSA4413,Yelena  ,1931-11-27,MSA4413@havemydata.nz,7864425,text
MSW4417,Gena  ,1981-02-12,MSW4417@havemydata.nz,6894429,phone
MSX4421,Yelena  ,1967-05-22,MSX4421@havemydata.nz,8974433,phone
MSL4425,Tyron  ,1939-09-11,MSL4425@havemydata.nz,6594437,text
MST4429,Carter  ,1960-03-25,MST4429@havemydata.nz,8614441,text
MSM4433,Maxwell  ,1967-02-18,MSM4433@havemydata.nz,8624445,phone
MSY4437,Cherie  ,1976-06-16,MSY4437@havemydata.nz,6954449,text
MTD4441,Marietta  ,1944-04-09,MTD4441@havemydata.nz,8194453,text
MTQ4445,Mae  ,1948-06-08,MTQ4445@havemydata.nz,7294457,text
MTG4449,Leora  ,1959-08-14,MTG4449@havemydata.nz,8914461,text
MTJ4453,Susann  ,1967-03-19,MTJ4453@havemydata.nz,7464465,phone
MTD4457,Dorethea  ,1977-01-27,MTD4457@havemydata.nz,6654469,phone
MTU4461,Clora  ,1971-04-20,MTU4461@havemydata.nz,7714473,text
MTA4465,Cherie  ,1958-11-24,MTA4465@havemydata.nz,7424477,text
MTE4469,Naomi  ,1929-02-03,MTE4469@havemydata.nz,8934481,phone
MTL4473,Shan  ,1971-05-06,MTL4473@havemydata.nz,6834485,text
MTY4477,Marietta  ,1918-06-26,MTY4477@havemydata.nz,8664489,phone
MTO4481,Yelena  ,1917-12-31,MTO4481@havemydata.nz,8014493,phone
MTT4485,Naomi  ,1957-08-05,MTT4485@havemydata.nz,8494497,phone
MTE4489,Emogene  ,1933-09-16,MTE4489@havemydata.nz,6764501,phone
MTP4493,Glennie  ,1930-04-03,MTP4493@havemydata.nz,8664505,text
MTD4497,Helen  ,1928-10-02,MTD4497@havemydata.nz,6694509,phone
MTW4501,Elma  ,1969-03-21,MTW4501@havemydata.nz,7354513,phone
MTN4505,Dorethea  ,1933-07-15,MTN4505@havemydata.nz,6674517,phone
MTA4509,Bea  ,1978-05-09,MTA4509@havemydata.nz,7314521,text
MTQ4513,Judi  ,1946-11-21,MTQ4513@havemydata.nz,8864525,text
MTG4517,Zita  ,1917-07-27,MTG4517@havemydata.nz,7654529,text
MTP4521,Kenya  ,1972-04-02,MTP4521@havemydata.nz,7744533,phone
MTL4525,Tyron  ,1945-08-21,MTL4525@havemydata.nz,8454537,text
MTO4529,Tammara  ,1929-10-24,MTO4529@havemydata.nz,6554541,text
MTF4533,Elma  ,1952-04-17,MTF4533@havemydata.nz,8494545,text
MTK4537,Maxwell  ,1923-06-30,MTK4537@havemydata.nz,8784549,text
MTY4541,Elma  ,1959-06-18,MTY4541@havemydata.nz,7324553,phone
MUN4545,Ivana  ,1926-12-24,MUN4545@havemydata.nz,8684557,text
MUD4549,Cherie  ,1959-07-27,MUD4549@havemydata.nz,7674561,text
MUT4553,Bea  ,1949-10-21,MUT4553@havemydata.nz,8434565,text
MUY4557,Andera  ,1975-03-01,MUY4557@havemydata.nz,6664569,email
MUV4561,Susann  ,1983-05-21,MUV4561@havemydata.nz,8324573,email
MUD4565,Mae  ,1946-03-15,MUD4565@havemydata.nz,9094577,phone
